#SampleID	Metaphlan2_Analysis
	44
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__Desulforhopalus|s__	2
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__Desulforhopalus|s__Desulforhopalus sp1	1
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfurivibrionaceae	9
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfurivibrionaceae|g__	8
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfurivibrionaceae|g__|s__	8
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfurivibrionaceae|g__UBA2262	1
d__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfurivibrionaceae|g__UBA2262|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfofervidia	1
d__Bacteria|p__Desulfobacterota|c__Desulfofervidia|o__	1
d__Bacteria|p__Desulfobacterota|c__Desulfofervidia|o__|f__	1
d__Bacteria|p__Desulfobacterota|c__Desulfofervidia|o__|f__|g__	1
d__Bacteria|p__Desulfobacterota|c__Desulfofervidia|o__|f__|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia	34
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia_A	4
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia_A|o__UBA1062	4
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia_A|o__UBA1062|f__UBA1062	4
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia_A|o__UBA1062|f__UBA1062|g__	4
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia_A|o__UBA1062|f__UBA1062|g__|s__	4
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales	6
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae	6
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__	6
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__|s__	6
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__UBA1062	28
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__UBA1062|f__UBA1062	28
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__UBA1062|f__UBA1062|g__	28
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__UBA1062|f__UBA1062|g__|s__	28
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia	10
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales	10
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfonatronaceae	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfonatronaceae|g__	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfonatronaceae|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	9
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__	3
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_F	2
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_F|s__	2
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_N	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_N|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_P	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio_P|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Fundidesulfovibrio	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Fundidesulfovibrio|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Solidesulfovibrio	1
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Solidesulfovibrio|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia	35
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales	15
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__BM103	4
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__BM103|g__	1
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__BM103|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__BM103|g__M0040	3
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__BM103|g__M0040|s__	3
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Syntrophotaleaceae	6
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Syntrophotaleaceae|g__	6
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Syntrophotaleaceae|g__|s__	6
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Trichloromonadaceae	5
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Trichloromonadaceae|g__	5
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Trichloromonadaceae|g__|s__	5
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales	20
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae	13
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__	10
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__|s__	10
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Citrifermentans	3
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Citrifermentans|s__	3
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Pseudopelobacteraceae	7
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Pseudopelobacteraceae|g__Pseudopelobacter	7
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Pseudopelobacteraceae|g__Pseudopelobacter|s__	5
d__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Pseudopelobacteraceae|g__Pseudopelobacter|s__Pseudopelobacter sp003151775	2
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria	23
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales	23
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales|f__UBA3076	23
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales|f__UBA3076|g__	10
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales|f__UBA3076|g__|s__	10
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales|f__UBA3076|g__UBA3076	13
d__Bacteria|p__Desulfobacterota|c__Dissulfuribacteria|o__Dissulfuribacterales|f__UBA3076|g__UBA3076|s__	13
d__Bacteria|p__Desulfobacterota|c__JACPFL01	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__|g__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__JdFR-97	9
d__Bacteria|p__Desulfobacterota|c__JdFR-97|o__JdFR-97	9
d__Bacteria|p__Desulfobacterota|c__JdFR-97|o__JdFR-97|f__JdFR-97	9
d__Bacteria|p__Desulfobacterota|c__JdFR-97|o__JdFR-97|f__JdFR-97|g__	9
d__Bacteria|p__Desulfobacterota|c__JdFR-97|o__JdFR-97|f__JdFR-97|g__|s__	9
d__Bacteria|p__Desulfobacterota|c__MBNT15	47
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__J040	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__J040|f__J040	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__J040|f__J040|g__	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__J040|f__J040|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15	46
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15	46
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__CG2-30-66-27	14
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__CG2-30-66-27|s__	14
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__CSP1-8	23
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__CSP1-8|s__	23
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__FEB-35	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__FEB-35|s__	1
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__RBG-16-64-85	2
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__RBG-16-64-85|s__	2
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__UBA2219	5
d__Bacteria|p__Desulfobacterota|c__MBNT15|o__MBNT15|f__MBNT15|g__UBA2219|s__	5
d__Bacteria|p__Desulfobacterota|c__RBG-13-61-14	1
d__Bacteria|p__Desulfobacterota|c__RBG-13-61-14|o__	1
d__Bacteria|p__Desulfobacterota|c__RBG-13-61-14|o__|f__	1
d__Bacteria|p__Desulfobacterota|c__RBG-13-61-14|o__|f__|g__	1
d__Bacteria|p__Desulfobacterota|c__RBG-13-61-14|o__|f__|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia	217
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales	217
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__	11
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__|g__	11
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__|g__|s__	11
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__CG2-30-49-12	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__CG2-30-49-12|g__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__CG2-30-49-12|g__|s__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087|g__	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087|g__|s__	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087|g__Fen-1087	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087|g__Fen-1087|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Fen-1087|g__Fen-1087|s__Fen-1087 sp003161855	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__MLS-D	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__MLS-D|g__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__MLS-D|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae	151
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__	14
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__|s__	14
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__FEN-1160	4
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__FEN-1160|s__	4
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Fen-1166	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Fen-1166|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Fen-1166|s__Fen-1166 sp003142535	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Smithella	82
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Smithella|s__	53
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Smithella|s__Smithella sp003139775	27
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__Smithella|s__Smithella sp003141615	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__UBA4810	49
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__UBA4810|s__	18
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__UBA4810|s__UBA4810 sp002479215	12
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Smithellaceae|g__UBA4810|s__UBA4810 sp1	19
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185	12
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__	6
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__|s__	6
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__Fen-1135	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__Fen-1135|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__Fen-1135|s__Fen-1135 sp003142635	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__UBA2185	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2185|g__UBA2185|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2192	8
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2192|g__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2192|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2192|g__UBA2192	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA2192|g__UBA2192|s__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA3084	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA3084|g__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA3084|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619	20
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__|s__	2
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__UBA5619	18
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__UBA5619|s__	16
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__UBA5619|s__UBA5619 sp003141195	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA5619|g__UBA5619|s__UBA5619 sp1	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA8958	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA8958|g__UBA8958	1
d__Bacteria|p__Desulfobacterota|c__Syntrophia|o__Syntrophales|f__UBA8958|g__UBA8958|s__	1
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria	85
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__|f__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__|f__|g__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__|f__|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002	43
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002|f__BM002	43
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002|f__BM002|g__	28
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002|f__BM002|g__|s__	28
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002|f__BM002|g__BM002	15
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__BM002|f__BM002|g__BM002|s__	15
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales	39
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	39
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__	14
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__|s__	14
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Delta-01	5
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Delta-01|s__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__SbD1	20
d__Bacteria|p__Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__SbD1|s__	20
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia	25
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales	25
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__|g__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae	5
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae|g__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae|g__|s__	5
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__WCHB1-27	17
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__WCHB1-27|g__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__WCHB1-27|g__|s__	3
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__WCHB1-27|g__BOG-1155	14
d__Bacteria|p__Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__WCHB1-27|g__BOG-1155|s__	14
d__Bacteria|p__Desulfuromonadota	44
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia	44
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales	5
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geopsychrobacteraceae	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geopsychrobacteraceae|g__	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geopsychrobacteraceae|g__|s__	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Pelobacteraceae_A	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Pelobacteraceae_A|g__	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__Pelobacteraceae_A|g__|s__	1
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__TF	3
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__TF|g__	3
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Desulfuromonadales|f__TF|g__|s__	3
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales	39
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae	12
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__	9
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__|s__	9
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Geobacter_A	3
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Geobacter_A|s__	3
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae	27
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__	16
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__|s__	16
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__Pelobacter_C	5
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__Pelobacter_C|s__	5
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__UBA8499	6
d__Bacteria|p__Desulfuromonadota|c__Desulfuromonadia|o__Geobacterales|f__Pelobacteraceae|g__UBA8499|s__	6
d__Bacteria|p__Dormibacterota	293
d__Bacteria|p__Dormibacterota|c__Dormibacteria	293
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__	17
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__|f__	17
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__|f__|g__	17
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__|f__|g__|s__	17
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121	31
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__|g__	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__|g__|s__	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121	20
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-121	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-121|s__	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13	18
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13|s__	17
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13|s__CF-13 sp005881235	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales	67
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__|g__	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__|g__|s__	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae	63
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__	14
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__|s__	14
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16	9
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16|s__	9
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161|s__	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-54	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-54|s__	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-870	21
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-870|s__	21
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-872	7
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-872|s__	5
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Palsa-872|s__Palsa-872 sp003139695	2
